location_node,destination_node,Count
42431019,42427136,1
42431019,42430371,1
42431019,42443326,1
42431024,42429844,1
42431024,42429918,1
42431024,42430914,1
42431024,42435319,1
42431024,42435323,1
42431024,42435714,1
42431024,42442542,1
42431024,42444360,1
42431024,42455643,1
42431024,596775840,1
42431027,42430375,1
42431027,42437050,1
42431027,42437654,1
42431027,42443381,1
42431027,42446977,1
42431030,42432856,1
42431030,42437436,1
42431030,42438503,1
42431030,42447084,1
42431034,42435331,1
42431034,42436700,1
42431034,42436985,1
42431034,42440313,1
42431034,42440935,1
42431034,42442502,1
42431034,42442514,1
42431034,42443950,1
42431037,42421985,1
42431037,42431549,1
42431037,42432818,1
42431037,42439389,1
42431037,1733612459,1
42431039,42427254,1
42431039,42428277,1
42431039,42432444,1
42431039,42435328,1
42431039,42454325,1
42431044,42436990,1
42431044,42442451,1
42431044,42443615,1
42431057,42428065,1
42431057,42429981,1
42431057,42437312,1
42431057,42444487,1
42431057,1061531527,1
42431057,1996323622,1
42431067,42442445,1
42431067,42442459,1
42431078,42429334,1
42431078,42430981,1
42431078,42431007,1
42431078,42431019,1
42431078,42434156,1
42431078,42442571,1
42431078,42446036,1
42431078,593915255,1
42431089,42437300,1
42431089,42450009,1
42431089,42450426,1
42431089,42453379,1
42431089,61271527,1
42431094,42435253,1
42431096,42431039,1
42431096,42455643,1
42431099,42430308,1
42431099,1061531603,1
42431102,42424218,1
42431102,42438498,1
42431102,42442463,1
42431102,42443336,1
42431102,42444809,1
42431104,42428065,1
42431104,42428689,1
42431104,42428799,1
42431104,42437223,1
42431104,42443341,1
42431104,42443349,1
42431104,42443363,1
42431104,42444809,1
42431104,42454522,1
42431104,1061531768,1
42431106,42440144,1
42431106,42442571,1
42431106,42444809,1
42431106,1061531645,1
42431106,2408421467,1
42431107,42431027,1
42431107,42431549,1
42431107,42433564,1
42431107,373903786,1
42431108,42422016,1
42431108,42430597,1
42431108,42437052,1
42431108,42445256,1
42431111,42431030,1
42431111,42440313,1
42431113,42431024,1
42431113,42434087,1
42431113,42435319,1
42431113,42435633,1
42431116,42428634,1
42431116,42428840,1
42431116,42429577,1
42431116,42429693,1
42431116,42433927,1
42431116,42434077,1
42431116,42434346,1
42431116,42435301,1
42431116,42438825,1
42431116,42443263,1
42431116,42443388,1
42431116,596776089,1
42431118,42444909,1
42431165,42434962,1
42431165,42445664,1
42431187,42430384,1
42431280,42431280,1
42431280,42443332,1
42431280,42757980,1
42431413,42435266,1
42431447,42438973,1
42431447,42439952,1
42431447,42442949,1
42431447,42449422,1
42431447,422438821,1
42431447,596776032,1
42431452,42421978,1
42431452,42430390,1
42431452,42432438,1
42431452,42445569,1
42431452,42451787,1
42431452,596775840,1
42431452,596776089,1
42431459,42422053,1
42431459,42430375,1
42431459,42437654,1
42431459,42439178,1
42431459,42440465,1
42431459,42442931,1
42431459,42445930,1
42431461,42446959,1
42431464,42436788,1
42431464,2821304137,1
42431470,42429976,1
42431470,42432580,1
42431470,42434418,1
42431470,42435646,1
42431470,42442947,1
42431470,42442949,1
42431470,42456961,1
42431490,42427494,1
42431490,42428234,1
42431490,42428277,1
42431490,42430292,1
42431490,42430295,1
42431490,42430639,1
42431490,42435635,1
42431490,42443810,1
42431490,42445534,1
42431490,42445574,1
42431490,42448552,1
42431490,42452107,1
42431491,42424218,1
42431491,42430350,1
42431491,42439960,1
42431503,42436155,1
42431503,42445606,1
42431503,42446849,1
42431503,599057001,1
42431505,42438784,1
42431505,42440737,1
42431505,561042197,1
42431508,42421877,1
42431508,42430304,1
42431508,42430333,1
42431508,42432436,1
42431508,42434268,1
42431508,42434346,1
42431508,42435636,1
42431508,42435710,1
42431508,42436037,1
42431508,42436369,1
42431508,42439203,1
42431508,42445926,1
42431508,42453187,1
42431508,339044224,1
42431517,42452015,1
42431517,42452973,1
42431544,42434158,1
42431544,42437363,1
42431544,42447105,1
42431544,42448203,1
42431544,370923579,1
42431549,42423674,1
42431549,42424218,1
42431549,42427805,1
42431549,42430304,1
42431549,42430378,1
42431549,42430651,4
42431549,42431549,1
42431549,42434072,1
42431549,42434946,1
42431549,42435671,1
42431549,42436700,1
42431549,42439972,1
42431549,42445365,1
42431549,42445649,1
42431549,42448338,1
42431549,42453183,1
42431549,42454660,1
42431549,276062182,1
42431549,1061531454,1
42431556,42429633,1
42431556,42430378,1
42431556,42430643,1
42431556,42439981,1
42431556,42439984,1
42431556,42440009,1
42431556,42445256,1
42431556,42446849,1
42431556,42446998,1
42431560,42430352,1
42431560,42430736,1
42431560,42430742,1
42431560,42435646,1
42431560,42439972,1
42431560,42443532,1
42431560,42446701,1
42431560,42447230,1
42431560,42453624,1
42431560,42454428,1
42431563,42432438,1
42431563,42432818,1
42431563,42454042,1
42431563,1825841754,1
42431602,42422026,1
42431602,42436056,1
42431611,42430187,1
42431611,42437358,1
42431611,42445479,1
42431611,42452396,1
42431611,493889629,1
42431617,42432000,1
42431617,42436703,1
42431617,42436705,1
42431617,373903786,1
42431630,42421946,1
42431630,42437142,1
42431630,42442255,1
42431630,42443556,1
42431630,246648219,1
42431635,42429390,1
42431635,42429876,1
42431635,42431868,1
42431635,42440356,1
42431635,42440452,1
42431635,42443950,1
42431635,42444360,1
42431635,42445903,1
42431635,246648219,1
42431635,1506902240,1
42431635,1692433919,1
42431635,1698103483,1
42431635,1825841754,1
42431649,42440453,1
42431650,42421972,1
42431650,42430651,1
42431650,42436913,1
42431650,42437445,1
42431650,42442415,1
42431650,42447149,1
42431654,42427824,1
42431654,42427996,1
42431654,42428003,2
42431654,42428016,1
42431654,42431654,1
42431654,42431684,1
42431654,42435596,1
42431654,42436511,1
42431654,42436541,1
42431654,42438800,1
42431654,42439392,1
42431654,42445914,1
42431654,42449906,1
42431654,42449947,1
42431654,593915255,1
42431654,595703309,1
42431656,42427915,1
42431656,42428010,1
42431656,42428037,1
42431656,42430060,1
42431656,42431656,2
42431656,42436510,1
42431656,42439403,1
42431656,42445926,1
42431656,42447020,1
42431656,596799891,1
42431659,42436705,1
42431659,42439981,1
42431659,42440453,1
42431659,2569923492,1
42431661,42428013,1
42431661,42430075,1
42431661,42430651,1
42431661,42439842,1
42431661,42442949,1
42431661,42444230,1
42431661,42444485,1
42431661,42445037,1
42431661,42445661,1
42431661,42446353,1
42431661,42446488,1
42431661,42447105,1
42431661,42448379,1
42431661,596775870,2
42431661,596776260,1
42431671,42431556,1
42431671,42431902,1
42431671,42438509,1
42431671,42448693,1
42431671,100522728,1
42431674,42431447,1
42431674,42431544,1
42431674,42436511,1
42431674,42437451,1
42431674,42444049,1
42431674,42445928,1
42431674,42446031,1
42431674,42446701,1
42431678,42427996,1
42431678,42428007,1
42431678,42430075,1
42431678,42430390,1
42431678,42431684,1
42431678,42432818,1
42431678,42436510,1
42431678,42445247,1
42431678,42445953,1
42431678,42446016,1
42431678,42446999,1
42431678,100522728,1
42431680,42430056,1
42431680,42430363,1
42431680,42433620,1
42431680,42436919,1
42431680,42438805,1
42431680,42438881,1
42431680,42438886,1
42431680,42439955,1
42431680,42439984,1
42431680,42442445,1
42431680,42443029,1
42431680,42444485,1
42431680,42444928,1
42431680,42445247,1
42431680,42445994,1
42431680,42446466,1
42431680,42448238,1
42431680,596775946,1
42431681,42430371,1
42431681,42434965,1
42431681,42439203,1
42431681,42440459,1
42431681,42442948,1
42431681,42443588,1
42431681,42444051,1
42431681,371206270,1
42431681,596775870,1
42431681,596775985,1
42431684,42436056,1
42431684,42438509,1
42431684,42438795,1
42431684,42440280,1
42431684,42445390,1
42431684,42446971,1
42431684,42446998,1
42431773,42427423,1
42431773,42430308,1
42431789,42443811,1
42431793,42429840,1
42431793,42436056,1
42431793,659643345,1
42431802,42428374,1
42431802,246900041,1
42431805,42448338,1
42431868,42429829,1
42431868,42433554,1
42431868,42433587,1
42431868,42436511,1
42431868,42445409,1
42431868,295460656,1
42431877,42432201,1
42431877,42442943,1
42431877,599047098,1
42431889,42430263,1
42431902,1773063787,1
42431992,42436377,1
42431992,42442952,1
42432057,42443556,1
42432060,42422899,1
42432060,42428458,1
42432060,42430639,1
42432060,42439335,1
42432060,42446293,1
42432060,42452956,1
42432060,370880739,1
42432082,42430009,1
42432099,42430338,1
42432102,42453613,1
42432108,42427371,1
42432108,42429888,1
42432108,42434352,1
42432108,42439236,1
42432108,42445664,1
42432127,42430550,1
42432127,593915255,1
42432127,1692433935,1
42432127,1815133244,1
42432135,42427136,1
42432135,42430338,1
42432142,42421946,1
42432142,42428287,1
42432142,42428379,1
42432142,42430363,1
42432142,42430571,1
42432142,42433604,1
42432142,42453104,1
42432142,100522728,1
42432148,42436751,1
42432152,42430320,1
42432152,42437363,1
42432152,42445404,1
42432152,42450009,1
42432156,42446622,1
42432156,1692433935,1
42432165,42442889,1
42432165,659643345,1
42432171,42436134,1
42432171,42445950,1
42432171,596775882,1
42432184,42440463,1
42432184,42445928,1
42432184,42446986,1
42432184,42458267,1
42432194,42428007,1
42432194,42430639,1
42432194,42436514,1
42432194,42449971,1
42432201,42430075,1
42432201,42430390,1
42432201,276062182,1
42432211,42429374,1
42432211,593915255,1
42432214,42428305,1
42432214,42433870,1
42432305,42430333,1
42432305,42446949,1
42432308,42438684,1
42432308,42440465,1
42432308,42448707,1
42432352,42443061,1
42432352,42448711,1
42432436,42430295,1
42432436,42432436,2
42432436,42435660,1
42432436,42440015,1
42432436,42444991,1
42432436,42445230,1
42432436,42447228,1
42432436,593920893,1
42432436,596776173,1
42432436,2089938148,1
42432438,42428391,1
42432438,42428447,1
42432438,42430747,1
42432438,42437283,1
42432438,42437644,1
42432438,42439823,1
42432438,42442959,1
42432438,42443615,1
42432438,42457426,1
42432444,42424218,1
42432444,42430265,1
42432444,42432585,1
42432444,42435632,1
42432444,42442463,1
42432444,42442877,1
42432444,42445374,1
42432444,42445479,1
42432444,42446987,1
42432444,42449956,1
42432444,42453000,1
42432444,593976795,1
42432444,1698103521,1
42432451,42427423,1
42432451,42430358,1
42432451,42430371,1
42432451,42432451,1
42432451,42435657,1
42432451,42436575,1
42432451,42439563,1
42432451,42448390,1
42432458,42430371,1
42432458,42430651,1
42432458,42432847,1
42432458,42436919,1
42432458,42437654,1
42432458,42439964,1
42432458,42446945,1
42432458,595105496,1
42432464,42432464,1
42432464,42432834,1
42432464,42439955,1
42432464,42440004,1
42432464,42440330,1
42432464,42449991,1
42432464,42452353,1
42432540,42430344,1
42432540,42436939,1
42432540,42443615,1
42432556,42427764,1
42432556,42435308,1
42432556,42437654,1
42432556,42443326,1
42432556,42842324,1
42432556,596775985,1
42432558,42428032,1
42432558,42428068,1
42432558,42428417,1
42432558,42429998,1
42432558,42430984,1
42432558,42431280,1
42432558,599041290,1
42432564,42421803,1
42432564,42421993,1
42432564,42428601,1
42432564,42430651,1
42432564,42438045,1
42432564,42440022,1
42432564,42442480,1
42432564,593915303,1
42432580,42424218,1
42432580,42430271,1
42432580,42430363,1
42432580,42435598,1
42432580,42437433,1
42432580,42440012,1
42432580,42443305,1
42432580,42443528,1
42432580,42445936,1
42432580,42450426,1
42432580,246890279,1
42432585,42430274,1
42432585,42435422,1
42432585,42435514,1
42432585,42445011,1
42432585,42445033,1
42432585,42445569,1
42432585,42452353,1
42432585,61275601,1
42432585,100522728,1
42432585,561042188,1
42432585,593915255,1
42432585,599041290,1
42432589,42421772,1
42432589,42428201,1
42432589,42430643,3
42432589,42430651,3
42432589,42432589,1
42432589,42444909,1
42432589,42445651,1
42432589,42446266,1
42432589,42447237,1
42432589,358448394,1
42432589,593915255,2
42432589,2408421467,1
42432594,42424218,1
42432594,42430600,1
42432594,42430643,1
42432594,42432594,1
42432594,42442417,1
42432594,42442422,1
42432594,42445916,1
42432598,42424218,1
42432598,42430651,1
42432598,593915255,1
42432659,42432825,1
42432679,42428232,1
42432679,42429562,1
42432679,42436705,1
42432679,42443528,1
42432693,42430603,1
42432693,42432693,1
42432693,42434427,1
42432693,42437881,1
42432693,42445256,1
42432693,593976795,1
42432693,596775941,1
42432700,42430651,1
42432700,42431491,1
42432700,42432700,2
42432700,42436340,1
42432700,42446971,1
42432700,42449945,1
42432700,1698103410,1
42432703,42429918,1
42432703,42430643,1
42432703,42430651,1
42432703,42434946,1
42432703,42439842,1
42432703,42440710,1
42432703,42442902,1
42432703,42444909,1
42432703,42445027,1
42432703,588546798,1
42432703,593915255,1
42432703,1692433938,1
42432706,42423677,1
42432706,42430722,1
42432706,42442534,1
42432706,42445025,1
42432706,422438821,1
42432736,42431108,1
42432744,42435372,1
42432744,42443403,1
42432756,42442565,1
42432818,42429688,1
42432818,42430651,1
42432818,42436355,1
42432818,103864941,1
42432825,42435265,1
42432825,42439392,1
42432825,42445479,1
42432825,42449005,1
42432825,42450341,1
42432825,595250374,1
42432834,42429981,1
42432834,42430320,1
42432834,42437358,1
42432834,42438886,1
42432834,42439561,1
42432834,42443020,1
42432834,561042193,1
42432834,596775951,1
42432834,596776078,1
42432847,42428003,1
42432847,42430320,1
42432847,42430378,1
42432847,42431556,1
42432847,42436653,1
42432847,42439952,1
42432847,42439960,1
42432847,42440015,1
42432847,42440153,1
42432847,42442142,1
42432847,42443811,1
42432847,42446016,1
42432847,42446488,1
42432847,42454325,1
42432847,100522728,1
42432847,248707601,1
42432847,1698103410,1
42432856,42424427,1
42432856,42430075,1
42432856,42431464,1
42432856,42431684,1
42432856,42434168,1
42432856,42436486,1
42432856,42439272,1
42432856,42445885,1
42432856,42446701,1
42432856,42446986,1
42432856,42455113,1
42432856,596775919,1
42432856,599047168,1
42432861,42428268,1
42432861,42430358,1
42432861,42432444,1
42432861,42435642,1
42432861,42436544,1
42432861,42440325,1
42432861,42440463,1
42432861,42440710,1
42432861,42442269,1
42432861,42442891,1
42432861,42445413,1
42432861,42445928,1
42432861,42449685,1
42432867,42428010,1
42432867,42430052,1
42432867,42430375,1
42432867,42430698,1
42432867,42434090,1
42432867,42434946,1
42432867,42436371,1
42432867,42436492,1
42432867,42442948,1
42432867,42445930,1
42432867,42445972,1
42432867,42446398,1
42432867,42446941,1
42432867,42452814,1
42432867,42454378,1
42432867,42455113,1
42432867,42455675,1
42432867,596776177,1
42432875,42429659,1
42432875,42445953,1
42432875,1698103521,1
42432929,42435359,1
42433229,42428376,1
42433229,42440270,1
42433229,42452107,1
42433229,42453000,1
42433229,42456543,1
42433229,42456961,1
42433237,42435671,1
42433252,42434165,1
42433252,42442475,1
42433269,42427300,1
42433269,42430324,1
42433269,42438961,1
42433269,42439345,1
42433269,595105472,1
42433269,2569923500,1
42433272,42436707,1
42433272,42446668,1
42433272,42449954,1
42433281,42443009,1
42433281,42444916,1
42433281,276062182,1
42433281,370893396,1
42433281,1506902240,1
42433298,42431617,1
42433298,339044224,1
42433302,42432861,1
42433330,42440009,1
42433554,42453187,1
42433564,42431656,1
42433564,42432825,1
42433564,42443366,1
42433564,42445733,1
42433564,42452973,1
42433564,596776078,1
42433564,596776120,1
42433565,42428312,1
42433565,42430356,1
42433565,42436510,1
42433565,42437890,1
42433565,42440452,1
42433565,1061531447,1
42433567,42431067,1
42433567,42436700,1
42433567,42440012,1
42433569,42440025,1
42433573,42427300,1
42433578,42430352,1
42433578,42439823,1
42433578,42440463,1
42433578,42453000,1
42433581,42432825,1
42433581,42440935,1
42433604,42422270,1
42433604,42428198,1
42433604,42430279,1
42433604,42430651,1
42433604,42431273,1
42433604,42437949,1
42433604,42439537,1
42433604,42442948,1
42433611,42427797,1
42433611,42427991,1
42433611,42430320,1
42433611,42430352,1
42433611,42430363,1
42433611,42434268,1
42433611,42437644,1
42433611,42440015,1
42433611,42446668,1
42433620,42428253,1
42433620,42430597,1
42433620,42430651,1
42433620,42430747,1
42433620,42433620,1
42433620,42435668,1
42433620,42436511,1
42433620,42437363,1
42433620,42437529,1
42433620,42437686,1
42433620,42442949,1
42433620,42443009,1
42433620,42443950,1
42433620,42445661,1
42433620,42445885,1
42433620,42445896,1
42433620,42446701,1
42433620,42446977,1
42433620,595314040,1
42433620,596775941,1
42433625,42422038,1
42433625,42427812,1
42433625,42427828,1
42433625,42430279,1
42433625,42430371,1
42433625,42433625,1
42433625,42436149,1
42433625,42437654,1
42433625,42444985,1
42433625,42445390,1
42433625,42445910,1
42433625,561042204,1
42433625,596775882,1
42433644,42440004,1
42433644,561042204,1
42433712,42442107,1
42433715,42429998,1
42433718,42430745,1
42433718,42431491,1
42433718,42431868,1
42433718,103886478,1
42433718,106705771,1
42433718,246866830,1
42433718,561042200,1
42433756,42428015,1
42433834,42431470,1
42433834,42440353,1
42433870,42421972,1
42433870,277782698,1
42433886,42438809,1
42433886,100522728,1
42434072,42430288,1
42434072,42430356,1
42434072,42430378,1
42434072,42431650,1
42434072,42436700,1
42434072,42439990,1
42434072,42448813,1
42434072,42448996,1
42434072,370880759,1
42434072,593839894,1
42434072,593976795,1
42434074,42427764,1
42434074,42428305,1
42434074,42430367,1
42434074,42434946,1
42434074,42439996,1
42434074,42474135,1
42434077,42421969,1
42434077,42444933,1
42434077,42445569,1
42434085,42424630,1
42434085,42430361,1
42434085,42430639,1
42434085,42440452,1
42434085,42440951,1
42434085,42445417,1
42434085,42446934,2
42434085,42454798,1
42434087,42427762,1
42434087,42428234,1
42434087,42429974,1
42434087,42429981,1
42434087,42430600,1
42434087,42434087,1
42434087,42436369,1
42434087,42440270,1
42434087,42440313,1
42434087,42442286,1
42434087,42445018,1
42434087,42445950,1
42434087,42445953,1
42434087,42451018,1
42434090,42428005,1
42434090,42429976,1
42434090,42430271,1
42434090,42430298,1
42434090,42432700,1
42434090,42434090,2
42434090,42436340,1
42434090,42436539,1
42434090,42439952,1
42434090,42444230,1
42434090,42445392,1
42434090,42455051,1
42434090,42455200,1
42434090,61275601,1
42434090,370915065,1
42434090,2569923492,1
42434092,42432834,1
42434092,42442902,1
42434092,42443528,1
42434092,42449971,1
42434110,42435395,1
42434140,42429577,1
42434140,42445661,1
42434140,42446977,1
42434140,588545728,1
42434142,42453613,1
42434145,42430363,1
42434145,42430367,1
42434145,42435599,1
42434145,42440452,1
42434145,596775914,1
42434148,42431461,1
42434148,42445914,1
42434148,42455181,1
42434156,42430378,1
42434156,42432834,1
42434156,42444495,1
42434156,42453674,1
42434158,42422258,1
42434158,42428065,1
42434158,42428310,1
42434158,42435497,1
42434158,42436746,1
42434158,42440313,1
42434158,42452816,1
42434158,596776103,1
42434160,42428645,1
42434160,42428814,1
42434160,42445404,1
42434160,276062182,1
42434160,596776173,1
42434165,42428065,1
42434165,42431544,1
42434165,42436700,1
42434165,42446353,1
42434165,42450426,1
42434166,596776041,1
42434168,42430298,1
42434168,42435509,1
42434168,42436313,1
42434168,42440015,1
42434168,42445738,1
42434168,42445928,1
42434168,42446353,1
42434168,42448257,1
42434168,42452048,1
42434168,596775946,1
42434168,596776127,1
42434169,42436917,1
42434169,42438800,1
42434169,42439559,1
42434169,42447020,1
42434172,42422042,1
42434172,42425232,1
42434172,42427764,1
42434172,42434948,1
42434172,42443361,1
42434172,42446466,1
42434175,42430639,1
42434175,42436477,1
42434175,42439203,1
42434175,596775946,1
42434196,42439443,1
42434196,42453545,1
42434201,42436371,1
42434201,42439968,1
42434205,42444223,1
42434205,42444960,1
42434205,1692450029,1
42434215,42428329,1
42434215,42431902,1
42434215,42432458,1
42434215,42432706,1
42434215,42434196,1
42434215,42434268,1
42434215,42439440,1
42434237,42429910,1
42434268,42429374,1
42434268,42434268,1
42434268,42435644,1
42434268,42436056,1
42434270,42428480,1
42434270,42431004,1
42434271,42421800,1
42434271,42428179,1
42434271,42430333,1
42434271,42430356,1
42434271,42434271,1
42434271,42435636,1
42434271,42439440,1
42434271,42443532,1
42434271,42449683,1
42434279,42424032,1
42434279,42426747,1
42434279,42428444,1
42434279,42429375,2
42434279,42430314,1
42434279,42432199,1
42434279,42434346,1
42434279,42439972,1
42434279,42457735,1
42434285,42430269,1
42434285,42432451,1
42434285,42437368,1
42434285,42438791,1
42434285,42442939,1
42434285,42456568,1
42434285,42481730,1
42434346,42430651,1
42434346,42437428,1
42434346,42440012,1
42434346,42442571,1
42434346,42442955,1
42434346,42445037,1
42434346,42455643,1
42434346,42456197,1
42434352,42427390,1
42434352,42429888,1
42434352,42436336,1
42434352,42437830,1
42434352,42446562,1
42434354,42429388,1
42434354,42430643,1
42434354,42433272,1
42434354,42454798,1
42434355,42454433,1
42434357,42432444,1
42434357,42433870,1
42434357,42434410,1
42434357,42445910,1
42434357,595105496,1
42434358,42428329,1
42434358,42428493,1
42434358,42439070,1
42434358,42439073,1
42434358,42443807,1
42434358,42445656,1
42434360,42428473,1
42434360,42443804,1
42434360,339044224,1
42434386,42430375,1
42434386,42431187,1
42434386,42436546,1
42434386,42443020,1
42434410,42445417,1
42434418,42430375,1
42434427,42427996,1
42434427,42429659,1
42434427,42429888,1
42434434,42427371,1
42434434,42436575,1
42434434,42449961,1
42434434,247085079,1
42434439,42428307,1
42434439,42429876,1
42434439,42435687,1
42434439,42448996,1
42434439,42451695,1
42434439,42456543,1
42434439,1420632001,1
42434439,1825841700,1
42434800,42430673,1
42434800,42431789,1
42434800,42449963,1
42434807,42428312,1
42434807,42430358,1
42434807,42430600,1
42434807,42430639,1
42434807,42434807,1
42434807,42457735,1
42434810,42432818,1
42434810,42435642,1
42434810,42436746,1
42434810,42439968,1
42434810,42442273,1
42434810,42446998,1
42434810,593915305,1
42434810,1834852948,1
42434821,42433620,1
42434821,42434821,2
42434837,42439070,1
42434871,42428374,1
42434871,42438030,1
42434871,42440815,1
42434871,42445569,1
42434871,42533974,1
42434946,42428374,1
42434946,42430308,1
42434946,42430600,1
42434946,42435650,1
42434946,42445930,1
42434946,42446013,1
42434946,42449314,1
42434946,42449942,1
42434946,358448394,1
42434946,593976795,1
42434946,2779131560,1
42434948,42428493,1
42434948,42428689,1
42434948,42429662,1
42434948,42430356,1
42434948,42430651,2
42434948,42432825,1
42434948,42439272,1
42434948,42439443,1
42434948,42440330,1
42434948,42445365,1
42434948,42445867,1
42434948,42446041,1
42434948,42448813,1
42434948,42454522,1
42434948,370913784,1
42434951,42427423,1
42434951,42430324,1
42434951,42430384,1
42434951,42430390,1
42434951,42430639,1
42434951,42430857,1
42434951,42432700,1
42434951,42436575,1
42434951,42448711,1
42434951,42449045,1
42434951,42455934,1
42434951,370915060,1
42434951,593976795,1
42434951,2302133933,1
42434954,42428272,1
42434954,42429373,1
42434954,42430304,1
42434954,42430333,1
42434954,42430639,1
42434954,42434268,1
42434954,42434807,1
42434954,42442891,1
42434954,42444223,1
42434954,42445928,1
42434954,42446959,1
42434954,246885877,1
42434954,370893396,1
42434954,596776041,1
42434959,42430333,1
42434959,42430350,1
42434959,42430639,1
42434959,42431684,1
42434959,42446971,1
42434959,2302133933,1
42434962,42430263,1
42434962,42445920,1
42434965,42431902,1
42434965,42432438,1
42434965,42432825,1
42434965,42434951,1
42434965,42436481,1
42434965,42436748,1
42434965,370924945,1
42434969,42436575,1
42434969,42446093,1
42434969,370914027,1
42434974,42428212,1
42434974,42430350,1
42434974,42431678,1
42434974,42436703,1
42434974,42442957,1
42434974,42443618,1
42434974,42443804,1
42434974,42445404,1
42434974,42445917,1
42434974,42445930,1
42434974,42446472,1
42434974,42446932,1
42434974,42446959,1
42434974,42449942,1
42434974,42449956,1
42434974,42453999,1
42435222,42431684,1
42435234,42435636,1
42435234,42443127,1
42435234,42447179,1
42435240,42437177,1
42435250,42430263,1
42435250,42430347,1
42435250,42430983,1
42435250,42432818,1
42435250,42435250,1
42435250,42437451,1
42435250,42440001,1
42435250,42443020,1
42435250,42450025,1
42435250,596775985,1
42435253,42428013,1
42435253,42428307,1
42435253,42430274,1
42435253,42430371,1
42435253,42430643,1
42435253,42430707,1
42435253,42431684,1
42435253,42434087,1
42435253,42435253,1
42435253,42435323,1
42435253,42435677,1
42435253,42444809,1
42435253,42445961,1
42435253,42445994,1
42435253,42446066,1
42435253,42446854,1
42435253,254777104,1
42435253,596776156,1
42435253,1061531768,1
42435257,42429682,1
42435257,42432825,1
42435257,42442459,1
42435257,42452353,1
42435257,371034153,1
42435257,596776120,1
42435261,42432585,1
42435261,42436511,1
42435261,42440463,1
42435261,248709587,1
42435264,42431027,1
42435264,42432693,1
42435264,42436355,1
42435264,42439527,1
42435264,42442906,1
42435264,42443336,1
42435264,42443528,1
42435264,42820840,1
42435264,596775951,1
42435265,42430367,1
42435265,42430745,1
42435265,42432558,1
42435265,42438889,1
42435265,42445941,1
42435265,42448996,1
42435266,42434145,1
42435266,42436707,1
42435266,42440313,1
42435266,42445598,1
42435266,42446353,1
42435266,42454758,1
42435266,1834852948,1
42435269,42427764,1
42435269,42428068,1
42435269,42428287,1
42435269,42435328,1
42435269,42436514,1
42435272,42421776,1
42435272,42434077,1
42435272,42439981,1
42435272,42440022,1
42435272,42440153,2
42435272,42443268,1
42435272,42443965,1
42435272,596775951,1
42435272,1698103483,1
42435283,596788016,1
42435295,42442422,1
42435295,42447009,1
42435301,42428328,1
42435301,42445936,1
42435301,596775963,1
42435308,42428799,1
42435308,42429330,1
42435308,42434346,1
42435308,42435257,1
42435308,42435308,1
42435308,42438881,1
42435308,42445598,1
42435308,561035332,1
42435310,42428003,1
42435310,42428307,1
42435310,42429334,1
42435310,42432856,1
42435310,42440015,1
42435310,42443329,1
42435310,42443528,1
42435312,42421969,1
42435312,42424218,1
42435312,42424427,1
42435312,42428003,1
42435312,42431027,1
42435312,42435265,1
42435312,42435514,1
42435312,42436751,1
42435312,42438886,1
42435312,596776120,1
42435316,42435265,1
42435316,42443268,1
42435316,42446934,1
42435317,42421775,1
42435317,42437949,1
42435317,42440025,1
42435317,596775946,1
42435317,1061531454,1
42435319,42428332,1
42435319,42428799,2
42435319,42429998,1
42435319,42430358,1
42435319,42431549,1
42435319,42432580,1
42435319,42432834,1
42435319,42436701,1
42435319,42438503,1
42435319,42438886,1
42435319,42444500,1
42435319,42447149,1
42435319,42448726,1
42435319,42458766,1
42435323,42430342,1
42435323,42435323,1
42435323,42442463,1
42435323,42442480,1
42435323,42445941,1
42435323,42446353,1
42435323,42447303,1
42435323,42456683,1
42435323,561042193,1
42435328,42421800,1
42435328,42428305,1
42435328,42430329,1
42435328,42432756,1
42435328,42436703,1
42435328,42443361,1
42435328,42445928,1
42435328,42447166,1
42435328,42458766,1
42435331,42435650,1
42435331,42440025,1
42435331,42445392,1
42435331,42447009,1
42435333,42430333,1
42435333,42435316,1
42435333,42435514,1
42435335,42429747,1
42435335,42446991,1
42435335,1061531807,1
42435336,42430390,1
42435336,42436985,1
42435336,42443563,1
42435336,42445917,1
42435337,42428013,1
42435337,42437142,1
42435337,42446949,1
42435337,42453674,1
42435341,1698103483,1
42435343,42434827,1
42435343,42442947,1
42435343,42445037,1
42435343,42446949,1
42435354,42446994,1
42435359,42435372,1
42435359,42443363,1
42435359,42443406,1
42435359,42444453,2
42435359,42451564,1
42435359,1061531634,1
42435359,1698103483,1
42435360,42435336,1
42435387,561035330,1
42435395,42434169,1
42435398,42422860,1
42435398,42440966,1
42435398,42443052,1
42435420,42430361,1
42435420,42430367,2
42435420,42430639,2
42435420,42436056,1
42435420,42437644,1
42435420,42449942,1
42435420,42452314,1
42435420,42455662,1
42435420,593915202,1
42435422,42427787,1
42435422,42428174,1
42435422,42428447,1
42435422,42429662,1
42435422,42429874,1
42435422,42430009,1
42435422,42430253,1
42435422,42430257,2
42435422,42430597,1
42435422,42430600,1
42435422,42430639,2
42435422,42430651,1
42435422,42431684,1
42435422,42434268,1
42435422,42434800,1
42435422,42435264,1
42435422,42435714,1
42435422,42436575,2
42435422,42437280,1
42435422,42439580,1
42435422,42445027,1
42435422,42445404,1
42435422,42445661,1
42435422,42445867,1
42435422,42445879,1
42435422,42445917,1
42435422,42446275,1
42435422,42448693,1
